Força X [N]	Força Y [N]	Força Z [N]	Torque X [N.m]	Torque Y [N.m]	Torque Z [N.m]
-2.07814319519194	-3.36792617181503	-5.90627495667461	1.03805776986083E-02	-7.15189497882762E-03	6.22949029338823E-03
-2.90892127953191	12.3187372810443	5.52510020429399	-6.81988331881601E-03	-5.69159476355008E-03	1.78268445778941E-02
-12.7862339834211	-54.5022853640222	-9.38649385767802	5.90043904201601E-03	-2.02571245509207E-02	0.039740860623917
-9.92050587923964	38.1578006960092	11.0981178693788	-3.21586282081263E-03	-1.71864459349402E-02	6.99448161736791E-02
-7.63286925452417	-138.689452830664	1.73247254509105	2.06872475335097E-02	-5.43866399696213E-03	2.09169346917632E-02
-3.92486847821033	51.5272571930542	4.07985778668832	5.75256703967317E-02	4.58469670528983E-03	2.82477523051636E-02
-1.14216509846273	-161.352206729424	3.47219234079932	1.46416955311042E-02	9.32891783491308E-03	4.25993429674608E-03
0.324949093791991	42.0066928570035	-0.592958692755629	6.10089427003479E-03	7.65599856291699E-03	-4.45238666044207E-03
0.359962001209304	-157.246759289006	-0.278881228738555	-3.64608642166941E-03	-2.03484230875961E-04	5.60922387294795E-05
-0.160749545408682	43.1746244505521	0.494953523856663	-1.32189602631016E-02	-2.77889483856722E-04	3.19912617936842E-03
0.116561471406417	-161.354173291566	0.219199090436247	9.98660227975249E-03	-1.68999995562064E-03	-7.13873249211368E-04
-0.19317916996316	48.0310529716803	0.602062192531731	-1.70548632986893E-03	-2.21880062336477E-04	1.00534488497578E-03
0.111041342290255	-161.964702394148	-0.337611853681161	-5.6444515152966E-04	-7.8914689617994E-05	-4.63901722757821E-04
-9.66248725628841E-03	46.5618566631472	-0.292083841164989	4.63496077622201E-03	3.34815664168884E-03	-3.25644947054969E-03
5.81912498010225E-02	-161.263463007391	0.573019406917074	-1.06747874941728E-02	-4.36653153000222E-04	1.45773290156018E-03
-0.15323645451471	43.1567477100522	-1.29747862462699	1.81704316561369E-02	3.49849548501982E-03	1.16939518738276E-03
0.190284921028717	-156.691903370555	0.351711149272785	-3.13134596147093E-04	1.04610929608519E-03	2.40181829729674E-03
-0.229380385558718	43.0426446175869	0.862936231049481	-1.08001594193386E-02	8.05841437730714E-04	-0.002583867202109
0.391320343385483	-160.197687486216	-0.566671634591297	8.44940402791609E-03	-1.72260628944709E-03	5.25446447636277E-04
-0.387841316056065	46.159050150446	0.866476627703803	-1.08327111744372E-02	-7.25792798795893E-04	1.82617334605627E-03
0.200231598162233	-162.234909386409	0.584561996770397	-3.98138906584951E-03	-1.29581191826014E-03	4.11562313543622E-04
-8.41119974179662E-02	47.9613471640317	-0.716194703385571	7.28346870666482E-03	3.32162066460828E-03	-1.80954745725311E-03
6.72689076978542E-02	-161.562194651416	0.428779074820031	-6.70934070535805E-03	-7.29914734552257E-04	9.65774219600448E-05
