Força X [N]	Força Y [N]	Força Z [N]	Torque X [N.m]	Torque Y [N.m]	Torque Z [N.m]
-2.04555175668761	0.406815089202117	-8.06368679296293	-1.00985892781766E-02	-1.00198232870641E-02	8.15348241283533E-03
-3.06331112066023	18.0670963829665	1.34730785205213	-5.39083292218439E-02	-6.42555260992195E-03	1.79632933046635E-02
-13.1776180213425	-15.515456148712	-11.253932087369	-0.023871141876283	-2.08225371451789E-02	4.19083636746841E-02
-10.5451385972366	81.5734561250247	6.13961472185016	-7.85034819238461E-02	-1.60290991017105E-02	7.30963865743799E-02
-7.92255144232216	-37.3781484645106	-1.12566782974804	-2.43885931771779E-02	-3.25150937663565E-03	2.23085274177193E-02
-4.33235231871287	137.745803696289	-0.515946830683407	-5.6503718427116E-04	3.61794353337075E-03	2.71850100363318E-02
-0.895057734975032	-38.9903756793476	-0.103519304562731	-1.60934602110613E-02	1.13806653501393E-02	5.69858897640917E-03
5.40541811772341E-02	135.240266058344	-1.24710041825351	-2.25502501333054E-04	4.59355940841185E-03	-6.49844133028889E-03
0.644707955004722	-32.8298748401235	8.35700373689767E-02	1.7051165905713E-03	2.27188367897285E-03	1.92636622213533E-03
-0.367748812854046	135.608267684829	0.452179625945537	-1.12346950307966E-02	-3.95470403512804E-03	0.00114282118572
0.268910422212322	-37.2194694177644	0.481129651959343	1.15759705626113E-02	1.41712068621053E-03	-3.67059374229876E-03
-0.211796275141825	140.498983850143	0.91574395291313	-1.60851041225393E-02	-5.32367460394223E-03	4.66457239477604E-03
0.373268080223005	-38.2763704358606	-0.690086255106702	6.67962892975729E-03	2.81660890553767E-03	-2.66014762050538E-03
-0.238577811795478	139.38295815423	-0.562596291425174	3.90975690244214E-03	5.32667381682135E-03	-2.34057445784371E-03
8.01597250789713E-02	-37.4632393965353	0.732687025986937	-1.11270556973397E-02	-1.48334591286634E-03	2.55093411690488E-03
-0.199894276902769	135.475548015425	-1.33985372667453	1.82106044896921E-02	2.22818466724921E-03	3.08485608139008E-04
0.301481361368793	-32.4711152726301	0.467707901189971	-3.19099154022626E-04	2.96669664077939E-03	2.43273293228866E-03
-0.411946763540153	135.673782981036	0.891260888778176	-1.17803451649527E-02	-5.81600601198551E-04	-5.0578766102431E-03
0.628263570757879	-37.238538902989	-0.695300824447305	8.54006446483198E-03	-9.09812683599687E-04	6.8234232089446E-03
-0.524651465505473	139.42267547992	0.801831085712084	-8.72772280600182E-03	-3.01079281646033E-03	-4.15778638984998E-03
0.355902319012955	-38.2731804604621	0.882733607198403	-2.35886207221501E-03	3.83978182565553E-04	1.3808641682721E-03
-0.315187150303282	140.608160009812	-0.79259155989681	6.99113009536712E-03	9.37009585530973E-04	-3.24450614480313E-03
0.370202399616893	-37.8051245554855	0.442240342036657	-6.43775761671394E-03	1.73959068259788E-04	1.35420199557275E-03
-0.312241837751363	135.726427318056	-1.27418664477511	1.25755031141194E-02	2.09599447960201E-04	2.40148806228565E-03
0.312454113936199	-33.1000255278475	0.153443712707378	2.65480955472071E-03	3.15999958439619E-03	5.26223638403745E-04
-0.377235510145472	135.709238941416	0.690283534556884	-8.89429967726207E-03	-1.35566635764806E-03	-1.50759423240494E-03
0.781668292096756	-36.5793244934943	-0.38726030282395	8.75140533243856E-03	2.65116230139545E-03	5.62847627894484E-03
-0.877381900192683	139.000556232162	0.997290022565056	-1.48462943720162E-02	-4.99582432828583E-03	-5.17609734246726E-03
0.391773550857228	-37.887649335735	-0.095083193897146	7.55496448408184E-03	2.21363103397651E-03	-5.45515486957441E-04
-0.535758613189295	140.117545909714	-9.76696327688827E-02	5.31640609413997E-03	-2.11147763307018E-03	-8.64182043013128E-04
0.503394579716721	-37.8701010859334	0.581132563663012	-9.66516917647062E-03	1.83636214089766E-03	-1.44892797716954E-03
-0.325126432228628	135.921813666035	-1.62026001898426	1.55632255509317E-02	6.69416514763987E-04	2.4077201269511E-03
0.410848126652825	-33.1520730941266	0.427806516706992	3.11672269635731E-03	8.79766927332992E-04	-2.88585629174887E-03
-0.421063065939715	135.88514096247	0.1599345515116	-6.14021949736641E-03	9.254303306791E-05	3.23507288837634E-03
