Força X [N]	Força Y [N]	Força Z [N]	Torque X [N.m]	Torque Y [N.m]	Torque Z [N.m]
4.7312633368902	-1.62830077740707	-6.85804038110628	-9.00251924917773E-03	-6.19226382042988E-02	-1.19798759902822E-02
7.62926255454466	16.4098784629072	2.65685824305944	-3.94702899315878E-02	-4.71914158047992E-02	-5.25729520721684E-02
5.22085321650031	-32.3308453879045	-13.0228279660076	-2.91545474456829E-02	-0.324866401907121	-0.012645341843238
5.6217133464626	63.1085825423214	5.6149265424015	-6.09670170622832E-02	-0.195293604985165	-0.039993948685233
1.39189167115162	-76.5611180177219	-2.52563095582921	-2.18440782901964E-02	-0.47146908434988	-5.88926686776693E-03
-0.741460836558385	101.729604223216	2.21904682597842	-8.69456334987174E-03	-0.245140451960399	5.65827250411245E-03
0.180036072681002	-90.7678611750095	1.43291955285389	2.37307067353332E-03	-0.467676950891605	-2.04862678609695E-03
-0.353898381730532	104.899120139368	-0.31069722720489	1.35412814583326E-03	-0.239742378752397	5.08107312996249E-04
0.597896444518713	-90.4328534600905	-0.292734526787634	-6.33442334431649E-03	-0.466308267704661	1.02422009393988E-03
-0.457808547531913	99.8015050807181	-1.28349281888983	1.41213080572972E-02	-0.244524191388677	3.8974745001282E-03
0.462070743030891	-85.5835240106885	0.784086582898157	1.57027018182006E-03	-0.468078574957978	-2.16819083678841E-03
-0.535879002815529	100.071187864508	-0.395725220877658	-1.19860972239184E-03	-0.246519606374861	1.83124623960309E-03
0.684841992934523	-86.0072743892807	-0.116294974399062	5.76747353079418E-03	-0.459512639538873	-1.20259152899079E-03
-0.760793628666336	100.301941215451	1.02370421734561	-2.06568473832722E-02	-0.245681191835019	3.57811886094319E-04
0.463655271163497	-90.2039068883236	0.143393992949512	5.49326343491364E-03	-0.469647471787592	2.94636358658732E-03
-0.204293327180368	104.117891886643	-0.29655022441664	1.19795256916539E-03	-0.239809059955853	-6.84172318046333E-04
0.178937459962322	-90.0922479472661	0.550173092033282	-1.51216571512727E-03	-0.465805747753798	2.76054682474371E-03
-0.158657468509894	100.325250187407	-1.89456895700672	0.020069527643251	-0.245903474276945	2.01717436133531E-03
0.146908349091262	-85.5228479225239	0.772012623189875	-1.04096268587765E-03	-0.462996921457762	-2.14380507456284E-03
-0.538067374169723	99.6961981256493	0.102997599553591	-5.07192078406113E-03	-0.245126262050042	5.81876008626647E-05
0.590888926293334	-85.7525215436141	-8.41258974388248E-02	2.00764810102725E-03	-0.467141051605099	-6.04318663498324E-04
-0.407692748293902	99.7028650551489	0.9468980499527	-1.64536254323097E-02	-0.246158167573692	4.51106753668377E-04
0.515405800708085	-90.6292540146125	0.395182814561056	1.82654663540209E-03	-0.464313157573162	-1.04788236126209E-04
-0.614318132363499	105.73793007804	-6.45858500284887E-02	-2.94433508657668E-04	-0.245146065284066	-5.91107920885596E-04
0.505316509705338	-90.5775497889622	-0.301326034927458	2.03610799928896E-03	-0.466629449978949	-2.24025147771081E-03
-0.139321417332649	100.767350591523	-1.3203757980321	1.09029636754806E-02	-0.240566487875719	-3.50623163514565E-03
-0.080258691768438	-87.3992981806465	1.55317252496486	-5.38432147157412E-03	-0.468505013767172	3.15907220691639E-03
-0.354885536849649	100.52006008435	-0.997739368478769	0.012257686891735	-0.243592975155875	2.03281925634169E-03
0.385075267067224	-85.4272694656269	-0.309267002113135	-2.03843440239394E-03	-0.467033732224149	6.26157797623386E-04
-0.35758297555315	99.6207003695511	1.09091342333017	-1.59072068058116E-02	-0.248897318441698	2.09932814095233E-03
0.558049749731549	-89.3520071175491	-0.255982148946877	1.00692426675672E-02	-0.467305538836579	-1.95204554469463E-04
-0.471965926046569	103.480055538018	0.422872166241413	-5.00911887156323E-03	-0.24162972910316	2.58787284185448E-04
0.313149012732488	-90.6990670698075	0.735735862266974	-4.36471661374897E-03	-0.467732546680055	-1.48597472833524E-03
-0.360827500184192	104.822858662243	-1.61310379576099	1.17269944510377E-02	-0.243349229078615	-1.53827079383587E-03
0.378107061022247	-89.6428528103521	0.261247744435429	-8.45019851016701E-03	-0.466078049122117	3.00313188392326E-03
-0.263508230175036	99.7391596262847	-0.642125418632632	7.02366475567395E-03	-0.243301710414534	9.60211618303684E-04
0.333800007427644	-85.4578785120749	0.376192701568163	-9.16682496772134E-05	-0.466233486738361	1.46613276338077E-03
-0.367787795400989	99.6694299441154	0.166386767653722	-6.72311697349774E-03	-0.243105543881545	-9.53642317787023E-04
0.314314166168726	-88.088080353679	-0.249806506933057	9.27907769706751E-03	-0.465474723609297	-7.55379644660258E-05
-0.287556069595956	102.998508347287	0.991072996719604	-1.80297073253097E-02	-0.248724126926953	6.7409325671506E-04
0.369330582519446	-90.4603700111578	0.013267910956744	4.03421849910607E-03	-0.465551832423034	-1.4896323914439E-04
-0.237860724992269	103.650947244583	-0.409831202899268	2.60584592460227E-03	-0.243223873757501	-1.59357943922105E-03
5.59137170717654E-02	-89.6231738129304	0.515463825080266	-1.05941904387724E-02	-0.468268124561123	2.85005204778752E-03
-0.177123359323553	99.9607847560441	-1.43561107801832	1.38561757879416E-02	-0.241771149093276	-5.593767780897E-04
0.332152926302366	-85.3079750688882	0.410770204329158	2.2916853067788E-03	-0.461097072395393	1.01167424178716E-03
-0.261866301507155	99.6605214386366	0.656548224941708	-1.01198704992883E-02	-0.24607179020131	-1.29283877500471E-04
0.734408731174484	-88.7138842462925	-0.685878613856761	1.03119715985477E-02	-0.466710024485719	2.17473684710646E-03
-0.761736899561934	103.402802036198	0.940456494672356	-1.80219678224183E-02	-0.242956094703604	-2.14154625843119E-03
0.314343880139596	-90.7187328166925	0.53382435776521	2.27215887344155E-03	-0.467155175695122	2.62429625310323E-03
-0.353198876776476	104.105999462789	-0.439704582571879	6.41530308464544E-03	-0.244738939778896	-2.19279329027361E-03
0.543913163619266	-89.6107982704947	0.20680938773924	-4.53999128480598E-03	-0.466831252273696	-1.28005088868272E-03
-0.489388936607824	99.7845803342878	-1.62824103768329	1.14615606113377E-02	-0.244036424347783	3.08816310031382E-03
0.322312425105283	-85.3131919136728	0.345865091372669	2.16599064533179E-03	-0.466545923240336	-1.31922137504402E-04
-0.202547403024018	99.5172635082844	-7.20523954868976E-02	-4.93773686224578E-03	-0.244530499859092	5.07033698950737E-04
0.31260284311169	-85.5554347238561	-0.302904130189645	5.3837822559524E-03	-0.465216417773525	-2.17420887771968E-03
-0.521066468948212	100.067674415451	1.21633547672516	-2.36403661424977E-02	-0.25031397292028	2.76763256498155E-03
0.533756867976181	-89.7901654172737	8.80451469677135E-02	4.33085819434596E-03	-0.461381567771612	-2.00944978891641E-03
-0.572058924889279	104.055232498349	-0.229201374080013	4.09194211529181E-04	-0.244670296927118	-1.99615472345564E-03
0.474402449860573	-90.5658238734767	0.723312120527048	-4.44872661340564E-03	-0.464038714445264	-7.9645820611535E-04
-0.505554814695436	101.283828670783	-1.90512068008632	1.87290204221952E-02	-0.245668823206065	3.32014235324957E-03
0.47502224202005	-86.3587666905722	0.698322352220201	-5.42566715579361E-03	-0.46343799496965	9.08675000739592E-04
-0.546023264379436	100.064788494568	-0.202292063449371	-7.92968273994933E-03	-0.250120555963057	6.95262881084707E-04
0.831117506941771	-86.2042779705944	-0.367840230219941	3.34549551174579E-03	-0.460086273577971	-2.31662363816791E-03
-0.700610382798651	100.097850905985	0.73565164909921	-1.76955659393327E-02	-0.245991557012564	1.75100678573483E-03
0.701683761202205	-90.7897636790154	0.910011279436219	6.47969589073243E-04	-0.465334281708879	-5.12998515240304E-04
-0.498394448788174	105.786436045367	5.84857261272069E-02	-9.26264642870418E-04	-0.244634597142669	-7.09233979782117E-05
0.361552363982837	-90.7889019983019	-0.472753929139453	2.16157962557643E-03	-0.465231503803162	1.57278923480081E-06
-0.281249088736366	100.474221613485	-1.63195428192759	1.58103713308737E-02	-0.246259581950234	2.28291894105588E-04
-2.02027869762761E-03	-87.0594202737713	1.17400596965217	-7.66900787263969E-03	-0.464332681586627	2.95098486108665E-03
-0.194794895311249	100.404784424477	-0.422408448294918	8.15302304186567E-03	-0.244086117435266	-1.75296536347048E-03
0.608659329604537	-85.4609256332714	-0.172810870722122	1.27521916386351E-03	-0.464124450852468	-2.5790106172382E-03
-0.584498797553328	100.265076776132	1.2530546350731	-0.019041841096762	-0.247162773715926	3.50680623570582E-03
0.386423051355167	-90.1977788074143	-0.383668047057946	7.35453211114309E-03	-0.466702186078783	6.76582170459464E-04
-0.515432566694103	104.26951207561	0.305718518900673	-5.18407989261752E-03	-0.245595153585012	-4.6671604248014E-04
0.496015803882972	-90.9519770642422	0.703110694935319	-7.03183971023806E-03	-0.465703710042551	-2.27474967807759E-03
-0.258328088011573	104.61917300851	-1.5884378782836	0.01250431494521	-0.238941830610844	-1.07471017878175E-03
0.130515946233924	-89.5212881854199	0.250404030735673	-6.64353511401723E-03	-0.471348232109705	3.08196863143214E-03
-0.116784588701656	99.5733158649822	-0.29830112884953	5.10481106122542E-03	-0.241754973042024	3.2622081583391E-04
0.29049687328202	-85.3013974565114	-2.33051138035861E-02	-1.96142661768408E-03	-0.466672801503757	2.39351300987442E-03
-0.329423660810079	99.692486926622	0.356844060766208	-1.47339263765483E-02	-0.249140975867082	-4.81961702816579E-04
0.301903711090626	-89.9326087372707	0.08435758244443	0.012409396082235	-0.466272319603455	-2.29287608752229E-03
-0.360450490109876	105.145156619863	0.904025015174072	-1.09562707023528E-02	-0.240332976963287	-2.3732525023794E-03
0.322258345869312	-90.4971022523709	-0.634245683293212	4.05397650316813E-04	-0.469071740296782	3.31156296858152E-03
-0.237164615723944	103.318727923099	-0.594605117467377	5.37071590891875E-03	-0.240451400568754	-4.52105546845853E-03
0.139689130741283	-89.5866336892148	0.756562897080697	-7.36180427766353E-03	-0.467270575645147	5.59141241630183E-03
-0.350554624084655	99.7231291225047	-1.56630230493062	9.19727663579591E-03	-0.243771629930772	-9.46613499528973E-04
0.26311292803516	-85.2121739244268	0.684391943465013	-3.61899808341896E-04	-0.466589547351316	4.84349615091498E-04
-0.224752178143612	100.100055559033	0.820073412726794	-1.53645352061002E-02	-0.245135762648528	-1.50449761976816E-03
0.55055029608613	-89.1306240767948	-1.02881665433091	1.06049695890249E-02	-0.466928593965772	-2.09714906674756E-03
-0.582964862958366	102.998782722882	1.05676871038643	-1.06358087214246E-02	-0.24672150156917	4.18419298227849E-03
0.311771127131012	-90.6464269319795	0.781318567164806	-1.10165025449149E-03	-0.464508324314934	2.43753276537043E-03
-5.03175845418433E-02	104.913676399649	-0.913526752011622	7.48564104678731E-03	-0.241499389444498	-3.14483985433088E-03
0.231935374658927	-90.0654254645791	0.141705916982933	-9.50169957259981E-03	-0.471175544040031	1.37557904234914E-03
-0.443360284964136	99.8321482290437	-1.03918089751223	1.30074153497481E-02	-0.239753994065677	1.08297136623115E-03
0.399545614011778	-85.3420997067286	0.525245961125243	4.74867584502366E-03	-0.465824692069722	-7.28175612979181E-04
-0.424292091588581	99.4687213151518	5.79652587925646E-02	-8.60826269196327E-03	-0.246441982884573	1.85912571092563E-03
0.671574282098408	-85.4203198289042	-0.344248586398594	5.18420646837798E-03	-0.464433457453796	-2.32482768108519E-03
-0.601327110081072	100.292651510791	0.956076452557069	-2.48342374930088E-02	-0.245570378330412	2.19290208565647E-03
8.11006933890151E-02	-90.0104204978364	-0.131566955788356	5.75717045760441E-04	-0.468629611100657	-5.36362113692466E-04
-0.196219226770145	103.252314357461	-0.633393755200599	9.16457292119631E-03	-0.241370956614204	-1.40505539745282E-03
0.313654862547613	-89.4376402919955	0.886917091549718	-7.39446039092671E-03	-0.466229641760473	-1.11011028891032E-03
-0.311773729056974	100.098948957546	-1.52048304365247	1.56320883322113E-02	-0.243642811423486	1.29983509137757E-03
0.401467146357273	-85.6718045959067	0.350077130749498	-4.04253940964449E-05	-0.466598581179981	1.08777953711697E-03
-0.569331806620052	100.035213504004	0.26662468624792	-6.45320118086024E-03	-0.245454411584152	2.48081049057093E-03
