Força X [N]	Força Y [N]	Força Z [N]	Torque X [N.m]	Torque Y [N.m]	Torque Z [N.m]
-6.89512540772133	0.436910458461221	-10.1344758486329	4.00265064698703E-02	4.12396955119751E-02	-1.03669137062429E-03
9.17822777749753	0.709047150706415	-0.422711253722679	2.91391158585723E-02	7.13392759937177E-02	8.54863254793878E-03
-56.1540955119232	-13.095529264716	-38.5388473718784	0.181498531279531	0.277843144361242	-4.27074966396324E-02
40.847142881134	-14.649357449533	-17.9735259763982	0.108338956420198	0.316041416343239	-9.84148385674075E-02
-111.549698352827	-26.9012708847514	-44.7204068714636	0.24550279408618	0.428798074222946	-8.28753747374749E-02
72.4679869357253	-26.6583561488757	-33.5528771585103	0.126337303962588	0.404011545811755	-0.178848570019167
-127.853371641265	-28.5652092917966	-42.2825625091854	0.231995220224499	0.425577480483383	-8.92071588321193E-02
77.899421559068	-26.0029623057748	-37.2354045082783	0.121773035797167	0.390032578688285	-0.170670892362798
-126.718304647103	-28.0427082376701	-44.8143719781691	0.231687850901084	0.429200991112481	-8.82440087947858E-02
71.9414728295064	-26.2831705562839	-37.7523350472206	0.125061353764835	0.373581619961726	-0.172974732492734
-122.261166783698	-28.2032563235277	-43.2065674152892	0.232595582111983	0.427775607446222	-8.79229752696431E-02
71.8459409435083	-26.1204531717468	-37.0292562223119	0.12256171210969	0.387508175128019	-0.172190551891327
-121.342890467576	-28.3262249569986	-44.2320980296929	0.231011566456807	0.426484619742467	-0.088106371746097
72.0604762991816	-26.0370839559882	-35.2370380333492	0.124148505027032	0.411093487956592	-0.171598436207955
-126.521937432592	-28.3152543118997	-43.8493408123333	0.233844769921928	0.423065595139292	-9.22019303314442E-02
76.6845998589282	-26.1737781281591	-36.7641796543358	0.12086692169734	0.390490449506984	-0.170849492233159
-126.720895438762	-28.2907185114847	-43.7548479783825	0.234655352946417	0.430130441321111	-8.79780705766927E-02
72.6545178497015	-26.0681345345036	-38.2084694978456	0.122827845181606	0.371640189440512	-0.172875034445734
-122.149240809981	-28.3850698296402	-42.9463854802153	0.230548103003613	0.427898448915812	-8.88858734997404E-02
71.8983109234142	-26.0125069638229	-36.8497611414081	0.124484861866042	0.390223387115569	-0.172364297900472
-121.99387835135	-28.4123763831219	-44.1746269394243	0.232251989140853	0.426822036648879	-8.84202904692486E-02
71.9377074232533	-26.0904195908396	-35.7741184076056	0.123766557750209	0.406265955606926	-0.172621831445328
-126.950068656526	-28.4765026782976	-43.218363434376	0.233267730770955	0.426084419020782	-9.15939358869421E-02
